# Ontologie canonique des ingredients. nom_fr et prix_eur_kg
# sont remplis par les etapes 04 (traduction) et 05 (prix).
id,nom_fr,nom_en,categorie,g_par_ml,g_par_piece,g_ml_defaut,g_piece_defaut,ml_jus,conservation_j,fond_placard,allergenes,prix_eur_kg,prix_cure,occurrences
tony_chachere_s_seasoning,,tony chachere s seasoning,epice,,,0.50,2,,730,1,,20.0,0,85
raisin_bread,,raisin bread,fruit,0.62,30.0,0.65,150,,7,0,gluten,3.5,0,85
mixed_sprout,,mixed sprout,legume,,,0.60,120,,7,0,,3.0,0,85
butterfinger_candy_bar,,butterfinger candy bar,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,85
cream_cheese_spread,,cream cheese spread,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,85
cream_filled_chocolate_sandwich_cooky,,cream-filled chocolate sandwich cooky,sucrant,0.99,,0.85,20,,730,1,lactose,6.0,0,85
sea_bass_fillet,,sea bass fillet,autre,,,0.70,100,,90,0,,5.0,0,85
key_lime,,key lime,fruit,,65.0,0.65,150,30.0,7,0,,3.5,0,85
chunk_tuna,,chunk tuna,poisson,,,0.70,150,,2,0,poisson,18.0,0,85
tablespoon_water,,tablespoon water,boisson,1.0,,1.00,250,,90,0,,2.0,0,85
little_smoky_sausage,,little smoky sausage,viande,,,0.70,150,,3,0,,12.0,0,85
truffle_oil,,truffle oil,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,84
jalapeno_jelly,,jalapeno jelly,sucrant,,15.0,0.85,20,,730,1,,6.0,0,84
chunk_tuna_in_water,,chunk tuna in water,boisson,1.0,,1.00,250,,90,0,poisson,2.0,0,84
onion_juice,,onion juice,legume,1.04,150.0,0.60,120,,7,0,,3.0,0,84
marinade,,marinade,condiment,,,1.05,15,,180,1,,6.0,0,84
cashew_piece,,cashew piece,oleagineux,,,0.50,1,,180,0,fruits_a_coque,14.0,0,84
brown_basmati_rice,,brown basmati rice,cereale,0.85,,0.70,100,,365,1,,2.5,0,84
chocolate_sandwich_style_cooky,,chocolate sandwich style cooky,sucrant,,,0.85,20,,730,1,,6.0,0,84
egg_wash,,egg wash,oeuf,,50.0,1.03,50,,28,0,oeuf,5.5,0,84
pita_pocket,,pita pocket,autre,,,0.70,100,,90,0,,5.0,0,84
free_range_egg,,free-range egg,oeuf,,50.0,1.03,50,,28,0,oeuf,5.5,0,84
pear_half,,pear half,fruit,,180.0,0.65,150,,7,0,,3.5,0,84
refrigerated_pizza_crust,,refrigerated pizza crust,pain,,,0.25,40,,4,0,gluten,4.0,0,84
leaf_lettuce,,leaf lettuce,legume,,,0.60,120,,7,0,,3.0,0,84
italian_cheese,,italian cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,84
sea_salt_and_pepper,,sea salt and pepper,epice,1.22,,0.50,2,,730,1,,20.0,0,83
browning_sauce,,browning sauce,condiment,,,1.05,15,,180,1,,6.0,0,83
banana_extract,,banana extract,patisserie,,120.0,0.60,10,,365,1,,15.0,0,83
cabbage_leaf,,cabbage leaf,legume,,,0.60,120,,7,0,,3.0,0,83
colored_crystal_sugar,,colored crystal sugar,sucrant,0.85,,0.85,20,,730,1,,6.0,0,83
graham_cracker_square,,graham cracker square,pain,,,0.25,40,,4,0,gluten,4.0,0,83
smoked_turkey_sausage,,smoked turkey sausage,viande,,,0.70,150,,3,0,,12.0,0,83
back_rib,,back rib,autre,,,0.70,100,,90,0,,5.0,0,83
process_american_cheese,,process american cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,83
straw_mushroom,,straw mushroom,legume,,20.0,0.60,120,,7,0,,3.0,0,83
fryer_chicken,,fryer chicken,volaille,,,0.70,150,,2,0,,9.0,0,83
english_toffee_bit,,english toffee bit,autre,,,0.70,100,,90,0,,5.0,0,83
french_haricot_vert,,french haricot vert,autre,,,0.70,100,,90,0,,5.0,0,83
orange_roughy_fillet,,orange roughy fillet,fruit,,150.0,0.65,150,70.0,7,0,,3.5,0,83
chinese_egg_noodle,,chinese egg noodle,cereale,,50.0,0.70,100,,365,1,gluten;oeuf,2.5,0,83
tablespoon_garlic,,tablespoon garlic,legume,,50.0,0.60,120,,7,0,,3.0,0,83
white_pepper_powder,,white pepper powder,epice,,,0.50,2,,730,1,,20.0,0,82
green_creme_de_menthe,,green creme de menthe,autre,,,0.70,100,,90,0,,5.0,0,82
caribbean_jerk_seasoning,,caribbean jerk seasoning,epice,,,0.50,2,,730,1,,20.0,0,82
scotch_whisky,,scotch whisky,autre,,,0.70,100,,90,0,,5.0,0,82
crisco_cooking_oil,,crisco cooking oil,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,82
knox_unflavored_gelatin,,knox unflavored gelatin,patisserie,,,0.60,10,,365,1,,15.0,0,82
wondra_flour,,wondra flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,82
tuna_fish,,tuna fish,poisson,,,0.70,150,,2,0,poisson,18.0,0,82
jalapeno_slice,,jalapeno slice,boisson,,15.0,1.00,250,,90,0,,2.0,0,82
boston_lettuce_leaf,,boston lettuce leaf,legume,,,0.60,120,,7,0,,3.0,0,82
mexico_chile_powder,,mexico chile powder,epice,,,0.50,2,,730,1,,20.0,0,82
strawberry_jelly,,strawberry jelly,fruit,,,0.65,150,,7,0,,3.5,0,82
chicken_leg_quarter,,chicken leg quarter,volaille,,,0.70,150,,2,0,,9.0,0,82
mixed_peel,,mixed peel,transforme,,,0.80,200,,180,0,,7.0,0,82
cup_powdered_sugar,,cup powdered sugar,epice,0.56,,0.50,2,,730,1,,20.0,0,82
curd,,curd,autre,,,0.70,100,,90,0,,5.0,0,82
spanish_peanut,,spanish peanut,oleagineux,0.5,,0.50,1,,180,0,arachide,14.0,0,82
cup_pecan,,cup pecan,oleagineux,,,0.50,1,,180,0,fruits_a_coque,14.0,0,82
coconut_flavoring,,coconut flavoring,oleagineux,0.35,,0.50,1,,180,0,,14.0,0,81
powdered_saffron,,powdered saffron,epice,,,0.50,2,,730,1,,20.0,0,81
creamed_horseradish,,creamed horseradish,condiment,0.99,,1.05,15,,180,1,lactose,6.0,0,81
tzatziki,,tzatziki,autre,,,0.70,100,,90,0,,5.0,0,81
prosciutto_ham,,prosciutto ham,viande,,,0.70,150,,3,0,,12.0,0,81
full_fat_milk,,full-fat milk,laitier,1.03,,1.02,200,,10,0,lactose,3.0,0,81
spanish_olive,,spanish olive,legume,,,0.60,120,,7,0,,3.0,0,81
vinaigrette_dressing,,vinaigrette dressing,condiment,,,1.05,15,,180,1,,6.0,0,81
tablespoon_honey,,tablespoon honey,sucrant,1.42,,0.85,20,,730,1,,6.0,0,81
custard,,custard,laitier,,,1.02,200,,10,0,,3.0,0,81
sponge_cake,,sponge cake,autre,,,0.70,100,,90,0,,5.0,0,81
broad_bean,,broad bean,legumineuse,,,0.75,150,,730,1,,3.0,0,81
wholemeal_self_rising_flour,,wholemeal self-rising flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,80
celery_flake,,celery flake,legume,,,0.60,120,,7,0,,3.0,0,80
meat_tenderizer,,meat tenderizer,viande,,,0.70,150,,3,0,,12.0,0,80
italian_seasoning_mix,,italian seasoning mix,epice,,,0.50,2,,730,1,,20.0,0,80
non_dairy_coffee_creamer,,non-dairy coffee creamer,boisson,0.99,,1.00,250,,90,0,lactose,2.0,0,80
passion_fruit_pulp,,passion fruit pulp,autre,,,0.70,100,,90,0,,5.0,0,80
swanson_chicken_broth,,swanson chicken broth,volaille,1.0,,0.70,150,,2,0,,9.0,0,80
kale_leaf,,kale leaf,legume,,,0.60,120,,7,0,,3.0,0,80
san_marzano_tomato,,san marzano tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,80
spearmint,,spearmint,herbe,,180.0,0.25,5,,5,0,,25.0,0,80
shelled_shrimp,,shelled shrimp,poisson,,,0.70,150,,2,0,crustaces,18.0,0,80
non_dairy_topping,,non-dairy topping,autre,,,0.70,100,,90,0,,5.0,0,79
pure_olive_oil,,pure olive oil,legume,0.92,,0.60,120,,7,0,,3.0,0,79
cream_of_broccoli_soup,,cream of broccoli soup,legume,0.99,,0.60,120,,7,0,lactose,3.0,0,79
vegemite,,vegemite,autre,,,0.70,100,,90,0,,5.0,0,79
oriental_flavor_instant_ramen_noodle,,oriental-flavor instant ramen noodle,cereale,,,0.70,100,,365,1,gluten,2.5,0,79
hing,,hing,autre,,,0.70,100,,90,0,,5.0,0,79
barley_flour,,barley flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,79
crookneck_yellow_squash,,crookneck yellow squash,legume,,,0.60,120,,7,0,,3.0,0,79
cut_okra,,cut okra,legume,,,0.60,120,,7,0,,3.0,0,79
cocktail_frank,,cocktail frank,autre,,,0.70,100,,90,0,,5.0,0,79
soy_margarine,,soy margarine,matiere_grasse,0.96,,0.92,113,,120,1,soja,5.0,0,79
israeli_couscous,,israeli couscous,cereale,,,0.70,100,,365,1,gluten,2.5,0,79
swede,,swede,autre,,,0.70,100,,90,0,,5.0,0,79
margarita_mix,,margarita mix,transforme,,,0.80,200,,180,0,,7.0,0,79
stick_margarine,,stick margarine,matiere_grasse,0.96,,0.92,113,,120,1,,5.0,0,79
peach_yogurt,,peach yogurt,laitier,1.03,150.0,1.02,200,,10,0,lactose,3.0,0,79
edible_flower,,edible flower,autre,,,0.70,100,,90,0,,5.0,0,79
black_coffee,,black coffee,boisson,,,1.00,250,,90,0,,2.0,0,79
butter_lettuce_leaf,,butter lettuce leaf,legume,0.96,113.0,0.60,120,,7,0,lactose,3.0,0,79
cheese_slice,,cheese slice,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,79
jarred_red_pepper,,jarred red pepper,epice,,,0.50,2,,730,1,,20.0,0,79
broccoli_stem,,broccoli stem,legume,,,0.60,120,,7,0,,3.0,0,79
rose_petal,,rose petal,autre,,,0.70,100,,90,0,,5.0,0,79
meatless_spaghetti_sauce,,meatless spaghetti sauce,cereale,,,0.70,100,,365,1,gluten,2.5,0,78
bailey_s_irish_cream,,bailey s irish cream,laitier,0.99,,1.02,200,,10,0,lactose,3.0,0,78
white_raisin,,white raisin,fruit,0.62,,0.65,150,,7,0,,3.5,0,78
kraft_macaroni_and_cheese,,kraft macaroni and cheese,cereale,0.45,,0.70,100,,365,1,gluten;lactose,2.5,0,78
marzipan,,marzipan,autre,,,0.70,100,,90,0,,5.0,0,78
anchovy_in_oil,,anchovy in oil,poisson,0.92,,0.70,150,,2,0,poisson,18.0,0,78
creme_de_cassis,,creme de cassis,autre,,,0.70,100,,90,0,,5.0,0,78
floury_potato,,floury potato,legume,0.53,170.0,0.60,120,,7,0,gluten,3.0,0,78
rye_cocktail_bread,,rye cocktail bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,78
garlic_oil,,garlic oil,legume,0.92,50.0,0.60,120,,7,0,,3.0,0,78
mortadella,,mortadella,autre,,,0.70,100,,90,0,,5.0,0,78
buffalo_meat,,buffalo meat,viande,,,0.70,150,,3,0,,12.0,0,78
salt_cod_fish,,salt cod fish,epice,1.22,,0.50,2,,730,1,poisson,20.0,0,78
teaspoon_chili_powder,,teaspoon chili powder,epice,,,0.50,2,,730,1,,20.0,0,78
maggi_seasoning,,maggi seasoning,epice,,,0.50,2,,730,1,,20.0,0,78
seedless_orange,,seedless orange,fruit,,150.0,0.65,150,70.0,7,0,,3.5,0,78
raspberry_vinaigrette_dressing,,raspberry vinaigrette dressing,fruit,,,0.65,150,,7,0,,3.5,0,78
buttermilk_biscuit,,buttermilk biscuit,laitier,1.03,113.0,1.02,200,,10,0,lactose,3.0,0,78
strawberry_in_syrup,,strawberry in syrup,fruit,1.33,,0.65,150,,7,0,,3.5,0,78
chocolate_candy_bar,,chocolate candy bar,sucrant,,,0.85,20,,730,1,,6.0,0,78
miniature_phyllo_cup,,miniature phyllo cup,pain,,,0.25,40,,4,0,,4.0,0,78
chablis,,chablis,autre,,,0.70,100,,90,0,,5.0,0,78
boboli_pizza_crust,,boboli pizza crust,pain,,,0.25,40,,4,0,gluten,4.0,0,78
1_fat_cottage_cheese,,1% fat cottage cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,77
bottled_lemon_juice,,bottled lemon juice,fruit,1.04,100.0,0.65,150,45.0,7,0,,3.5,0,77
cream_of_shrimp_soup,,cream of shrimp soup,poisson,0.99,,0.70,150,,2,0,lactose;crustaces,18.0,0,77
cooking_wine,,cooking wine,alcool,0.99,,0.98,750,,730,0,,8.0,0,77
southern_style_hash_brown_potato,,southern style hash brown potato,legume,,170.0,0.60,120,,7,0,,3.0,0,77
sweet_kernel_corn,,sweet kernel corn,legume,,,0.60,120,,7,0,,3.0,0,77
carrot_juice,,carrot juice,legume,1.04,60.0,0.60,120,,7,0,,3.0,0,77
ziploc_bag,,ziploc bag,autre,,,0.70,100,,90,0,,5.0,0,77
pork_fat,,pork fat,viande,,,0.70,150,,3,0,,12.0,0,77
kumquat,,kumquat,autre,,,0.70,100,,90,0,,5.0,0,77
sweet_apple,,sweet apple,fruit,,180.0,0.65,150,,7,0,,3.5,0,77
colby,,colby,autre,,,0.70,100,,90,0,,5.0,0,77
blue_food_coloring,,blue food coloring,patisserie,,,0.60,10,,365,1,,15.0,0,76
cheesecloth,,cheesecloth,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,76
chestnut_mushroom,,chestnut mushroom,legume,0.5,20.0,0.60,120,,7,0,,3.0,0,76
jamaican_jerk_spice,,jamaican jerk spice,epice,,,0.50,2,,730,1,,20.0,0,76
velveeta_mexican_cheese,,velveeta mexican cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,76
grain_bun,,grain bun,pain,,,0.25,40,,4,0,,4.0,0,76
leftover_mashed_potato,,leftover mashed potato,legume,,170.0,0.60,120,,7,0,,3.0,0,76
stir_fry_sauce,,stir-fry sauce,condiment,,,1.05,15,,180,1,,6.0,0,76
caramel_candy,,caramel candy,autre,,,0.70,100,,90,0,,5.0,0,76
vanilla_powder,,vanilla powder,patisserie,,,0.60,10,,365,1,,15.0,0,76
turkey_cutlet,,turkey cutlet,volaille,,,0.70,150,,2,0,,9.0,0,76
sausage_link,,sausage link,viande,,,0.70,150,,3,0,,12.0,0,76
spaghettini,,spaghettini,cereale,,,0.70,100,,365,1,gluten,2.5,0,76
mixed_candied_fruit,,mixed candied fruit,transforme,,,0.80,200,,180,0,,7.0,0,76
sweet_soy_sauce,,sweet soy sauce,condiment,1.15,,1.05,15,,180,1,soja,6.0,0,76
pizza_seasoning,,pizza seasoning,epice,,,0.50,2,,730,1,,20.0,0,76
thawed_cool_whip,,thawed cool whip,autre,,,0.70,100,,90,0,,5.0,0,76
snow_pea_pod,,snow pea pod,legumineuse,,,0.75,150,,730,1,,3.0,0,76
chinese_wine,,chinese wine,alcool,0.99,,0.98,750,,730,0,,8.0,0,76
cubanelle_pepper,,cubanelle pepper,epice,,,0.50,2,,730,1,,20.0,0,76
chicken_strip,,chicken strip,volaille,,,0.70,150,,2,0,,9.0,0,76
beef_shank,,beef shank,viande,,,0.70,150,,3,0,,12.0,0,76
mixed_bean,,mixed bean,legumineuse,,,0.75,150,,730,1,,3.0,0,76
fast_rising_active_yeast,,fast-rising active yeast,patisserie,,,0.60,10,,365,1,,15.0,0,75
dill_relish,,dill relish,condiment,,,1.05,15,,180,1,,6.0,0,75
special_k_cereal,,special k cereal,autre,,,0.70,100,,90,0,,5.0,0,75
hunt_tomato_sauce,,hunt tomato sauce,legume,1.05,120.0,0.60,120,,7,0,,3.0,0,75
oxtail,,oxtail,autre,,,0.70,100,,90,0,,5.0,0,75
jalapeno_juice,,jalapeno juice,boisson,1.04,15.0,1.00,250,,90,0,,2.0,0,75
unbleached_bread_flour,,unbleached bread flour,cereale,0.55,30.0,0.70,100,,365,1,gluten,2.5,0,75
kraft_zesty_italian_dressing,,kraft zesty italian dressing,condiment,,,1.05,15,,180,1,,6.0,0,75
curly_leaf_parsley,,curly-leaf parsley,herbe,,,0.25,5,,5,0,,25.0,0,75
sazon_goya,,sazon goya,autre,,,0.70,100,,90,0,,5.0,0,75
capellini,,capellini,autre,,,0.70,100,,90,0,,5.0,0,75
seafood,,seafood,autre,,,0.70,100,,90,0,,5.0,0,75
tablespoon_lime_juice,,tablespoon lime juice,boisson,1.04,65.0,1.00,250,30.0,90,0,,2.0,0,75
leftover_turkey,,leftover turkey,volaille,,,0.70,150,,2,0,,9.0,0,75
lea_perrin_worcestershire_sauce,,lea & perrin worcestershire sauce,condiment,,,1.05,15,,180,1,,6.0,0,74
soft_taco_size_flour_tortilla,,soft taco-size flour tortilla,pain,0.53,45.0,0.25,40,,4,0,gluten,4.0,0,74
i_can_t_believe_it_s_not_butter_spread,,i can t believe it s not butter spread,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,74
white_truffle_oil,,white truffle oil,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,74
aniseed,,aniseed,oleagineux,,,0.50,1,,180,0,,14.0,0,74
aged_balsamic_vinegar,,aged balsamic vinegar,condiment,1.01,,1.05,15,,180,1,,6.0,0,74
sweet_marsala_wine,,sweet marsala wine,alcool,0.99,,0.98,750,,730,0,,8.0,0,74
v_8_vegetable_juice,,v 8 vegetable juice,boisson,1.04,,1.00,250,,90,0,,2.0,0,74
short_rib_of_beef,,short rib of beef,viande,,,0.70,150,,3,0,,12.0,0,74
fat_free_tortilla,,fat free tortilla,pain,,45.0,0.25,40,,4,0,gluten,4.0,0,74
vegetable_stock_powder,,vegetable stock powder,epice,1.0,,0.50,2,,730,1,,20.0,0,74
saltine_crumb,,saltine crumb,pain,1.22,,0.25,40,,4,0,gluten,4.0,0,74
mustard_oil,,mustard oil,condiment,1.05,,1.05,15,,180,1,,6.0,0,74
chipotle_sauce,,chipotle sauce,condiment,,,1.05,15,,180,1,,6.0,0,74
tia_maria,,tia maria,autre,,,0.70,100,,90,0,,5.0,0,74
cup_buttermilk,,cup buttermilk,laitier,1.03,113.0,1.02,200,,10,0,lactose,3.0,0,74
lamb_fillet,,lamb fillet,viande,,,0.70,150,,3,0,,12.0,0,74
sparkling_wine,,sparkling wine,alcool,0.99,,0.98,750,,730,0,,8.0,0,74
torn_basil_leaf,,torn basil leaf,herbe,,,0.25,5,,5,0,,25.0,0,74
morel,,morel,autre,,,0.70,100,,90,0,,5.0,0,74
galliano,,galliano,autre,,,0.70,100,,90,0,,5.0,0,73
dutch_cocoa,,dutch cocoa,sucrant,0.42,,0.85,20,,730,1,,6.0,0,73
broccoli_carrot_cauliflower_mix,,broccoli carrot cauliflower mix,legume,,60.0,0.60,120,,7,0,,3.0,0,73
beef_eye_round,,beef eye round,viande,,,0.70,150,,3,0,,12.0,0,73
frying_oil,,frying oil,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,73
center_cut_bacon,,center-cut bacon,viande,,25.0,0.70,150,,3,0,,12.0,0,73
cherry_brandy,,cherry brandy,fruit,,,0.65,150,,7,0,,3.5,0,73
hickory_chip,,hickory chip,autre,,,0.70,100,,90,0,,5.0,0,73
lemon_juice_concentrate,,lemon juice concentrate,fruit,1.04,100.0,0.65,150,45.0,7,0,,3.5,0,73
spanish_smoked_paprika,,spanish smoked paprika,epice,,,0.50,2,,730,1,,20.0,0,73
trout_fillet,,trout fillet,autre,,,0.70,100,,90,0,,5.0,0,73
espresso_coffee,,espresso coffee,boisson,,,1.00,250,,90,0,,2.0,0,73
spicy_sausage,,spicy sausage,viande,,,0.70,150,,3,0,,12.0,0,73
broad_egg_noodle,,broad egg noodle,cereale,,50.0,0.70,100,,365,1,gluten;oeuf,2.5,0,73
tablespoon_worcestershire_sauce,,tablespoon worcestershire sauce,condiment,,,1.05,15,,180,1,,6.0,0,73
jaggery,,jaggery,autre,,,0.70,100,,90,0,,5.0,0,73
loosely_cilantro_leaf,,loosely cilantro leaf,herbe,,,0.25,5,,5,0,,25.0,0,73
oil_cured_black_olive,,oil-cured black olive,legume,0.92,,0.60,120,,7,0,,3.0,0,73
epazote,,epazote,autre,,,0.70,100,,90,0,,5.0,0,73
wild_blueberry,,wild blueberry,fruit,,,0.65,150,,7,0,,3.5,0,73
cup_carrot,,cup carrot,legume,,60.0,0.60,120,,7,0,,3.0,0,73
pizza_cheese,,pizza cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,73
unpeeled_apple,,unpeeled apple,fruit,,180.0,0.65,150,,7,0,,3.5,0,73
canola_oil_cooking_spray,,canola oil cooking spray,transforme,0.92,,0.80,200,,180,0,,7.0,0,72
head_iceberg_lettuce,,head iceberg lettuce,legume,,,0.60,120,,7,0,,3.0,0,72
whipped_dessert_topping,,whipped dessert topping,autre,,,0.70,100,,90,0,,5.0,0,72
sweet_vermouth,,sweet vermouth,autre,,,0.70,100,,90,0,,5.0,0,72
10_inch_flour_tortilla,,10-inch flour tortilla,pain,0.53,45.0,0.25,40,,4,0,gluten,4.0,0,72
crusty_italian_bread,,crusty italian bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,72
real_mayonnaise,,real mayonnaise,condiment,0.91,,1.05,15,,180,1,oeuf,6.0,0,72
bulgur_wheat,,bulgur wheat,autre,,,0.70,100,,90,0,,5.0,0,72
prime_rib_roast,,prime rib roast,autre,,,0.70,100,,90,0,,5.0,0,72
grain_sea_salt,,grain sea salt,epice,1.22,,0.50,2,,730,1,,20.0,0,72
garlic_flake,,garlic flake,legume,,50.0,0.60,120,,7,0,,3.0,0,72
bechamel_sauce,,bechamel sauce,condiment,,,1.05,15,,180,1,,6.0,0,72
sultana_raisin,,sultana raisin,fruit,0.62,,0.65,150,,7,0,,3.5,0,72
unbaked_pie_crust,,unbaked pie crust,pain,,,0.25,40,,4,0,gluten,4.0,0,72
ham_slice,,ham slice,viande,,,0.70,150,,3,0,,12.0,0,72
pillsbury_refrigerated_pie_crust,,pillsbury refrigerated pie crust,pain,,,0.25,40,,4,0,gluten,4.0,0,72
cup_white_wine,,cup white wine,alcool,0.99,,0.98,750,,730,0,,8.0,0,72
wheat_english_muffin,,wheat english muffin,autre,,,0.70,100,,90,0,,5.0,0,72
meyer_lemon,,meyer lemon,fruit,,100.0,0.65,150,45.0,7,0,,3.5,0,72
honeydew,,honeydew,sucrant,1.42,,0.85,20,,730,1,,6.0,0,72
mashed_very_banana,,mashed very banana,fruit,,120.0,0.65,150,,7,0,,3.5,0,72
and_cucumber,,and cucumber,legume,,300.0,0.60,120,,7,0,,3.0,0,72
9_unbaked_pie_shell,,9 unbaked pie shell,autre,,,0.70,100,,90,0,,5.0,0,71
quinoa_flour,,quinoa flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,71
vegetable_bouillon_granule,,vegetable bouillon granule,bouillon,,,1.00,250,,365,1,,1.5,0,71
crusty_roll,,crusty roll,pain,,,0.25,40,,4,0,gluten,4.0,0,71
cool_water,,cool water,boisson,1.0,,1.00,250,,90,0,,2.0,0,71
instant_beef_bouillon,,instant beef bouillon,bouillon,,,1.00,250,,365,1,,1.5,0,71
broccoli_slaw_mix,,broccoli slaw mix,legume,,,0.60,120,,7,0,,3.0,0,71
lamb_stew_meat,,lamb stew meat,viande,,,0.70,150,,3,0,,12.0,0,71
citron,,citron,autre,,,0.70,100,,90,0,,5.0,0,71
masa_harina_flour,,masa harina flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,71
vine_tomato,,vine tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,71
snipped_rosemary,,snipped rosemary,herbe,,,0.25,5,,5,0,,25.0,0,71
nigella_seed,,nigella seed,oleagineux,,,0.50,1,,180,0,,14.0,0,71
maui_onion,,maui onion,legume,,150.0,0.60,120,,7,0,,3.0,0,71
tablespoon_ginger,,tablespoon ginger,epice,,,0.50,2,,730,1,,20.0,0,71
teaspoon_garlic,,teaspoon garlic,legume,,50.0,0.60,120,,7,0,,3.0,0,71
to_taste_salt_and_pepper,,to taste salt and pepper,epice,1.22,,0.50,2,,730,1,,20.0,0,70
instant_banana_pudding_mix,,instant banana pudding mix,fruit,,120.0,0.65,150,,7,0,,3.5,0,70
instant_oat,,instant oat,cereale,0.4,,0.70,100,,365,1,gluten,2.5,0,70
lemon_flavoring,,lemon flavoring,fruit,,100.0,0.65,150,45.0,7,0,,3.5,0,70
sized_potato,,sized potato,legume,,170.0,0.60,120,,7,0,,3.0,0,70
frisee,,frisee,autre,,,0.70,100,,90,0,,5.0,0,70
tabasco_jalapeno_sauce,,tabasco jalapeno sauce,condiment,,15.0,1.05,15,,180,1,,6.0,0,70
brown_sugar_substitute,,brown sugar substitute,sucrant,0.93,,0.85,20,,730,1,,6.0,0,70
tostada,,tostada,autre,,,0.70,100,,90,0,,5.0,0,70
hemp_seed,,hemp seed,oleagineux,,,0.50,1,,180,0,,14.0,0,70
fried_onion,,fried onion,legume,,150.0,0.60,120,,7,0,,3.0,0,70
ande_mint_candy,,ande mint candy,herbe,,,0.25,5,,5,0,,25.0,0,70
dutch_process_cocoa,,dutch process cocoa,sucrant,0.42,,0.85,20,,730,1,,6.0,0,70
karo_corn_syrup,,karo corn syrup,sucrant,1.33,,0.85,20,,730,1,,6.0,0,70
cup_celery,,cup celery,legume,,,0.60,120,,7,0,,3.0,0,70
tablespoon_milk,,tablespoon milk,laitier,1.03,,1.02,200,,10,0,lactose,3.0,0,70
chocolate_covered_coffee_bean,,chocolate-covered coffee bean,sucrant,,,0.85,20,,730,1,,6.0,0,69
wesson_oil,,wesson oil,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,69
deviled_ham,,deviled ham,viande,,,0.70,150,,3,0,,12.0,0,69
chocolate_pudding_mix,,chocolate pudding mix,sucrant,,,0.85,20,,730,1,,6.0,0,69
yellow_hominy,,yellow hominy,autre,,,0.70,100,,90,0,,5.0,0,69
semisweet_vegan_chocolate_chip,,semisweet vegan chocolate chip,sucrant,0.72,,0.85,20,,730,1,,6.0,0,69
split_red_lentil,,split red lentil,legumineuse,,,0.75,150,,730,1,,3.0,0,69
shelled_walnut,,shelled walnut,oleagineux,0.5,,0.50,1,,180,0,fruits_a_coque,14.0,0,69
naan_bread,,naan bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,69
beef_liver,,beef liver,viande,,,0.70,150,,3,0,,12.0,0,69
tart_cooking_apple,,tart cooking apple,fruit,,180.0,0.65,150,,7,0,,3.5,0,69
julienned_carrot,,julienned carrot,legume,,60.0,0.60,120,,7,0,,3.0,0,69
chocolate_graham_cracker_crumb,,chocolate graham cracker crumb,sucrant,,,0.85,20,,730,1,gluten,6.0,0,69
smoked_kielbasa,,smoked kielbasa,autre,,,0.70,100,,90,0,,5.0,0,69
9_inch_graham_cracker_crust,,9-inch graham cracker crust,pain,,,0.25,40,,4,0,gluten,4.0,0,69
taco_cheese,,taco cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,69
pepper_jelly,,pepper jelly,epice,,,0.50,2,,730,1,,20.0,0,69
lbs_beef,,lbs beef,viande,,,0.70,150,,3,0,,12.0,0,69
sesame,,sesame,autre,,,0.70,100,,90,0,,5.0,0,69
mutton,,mutton,autre,,,0.70,100,,90,0,,5.0,0,69
cup_low_sodium_chicken_broth,,cup low sodium chicken broth,volaille,1.0,,0.70,150,,2,0,,9.0,0,69
handful_cilantro,,handful cilantro,herbe,,,0.25,5,,5,0,,25.0,0,69
waffle,,waffle,autre,,,0.70,100,,90,0,,5.0,0,69
cup_cilantro,,cup cilantro,herbe,,,0.25,5,,5,0,,25.0,0,69
fully_ham,,fully ham,viande,,,0.70,150,,3,0,,12.0,0,69
cream_of_onion_soup,,cream of onion soup,laitier,0.99,150.0,1.02,200,,10,0,lactose,3.0,0,68
